|dates|SantaRosa_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SantaRosa_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SantaRosa_Florida_UnitedStates.Male_Total_Population.data|SantaRosa_Florida_UnitedStates.Male_Total_Population.missing|SantaRosa_Florida_UnitedStates.Female_Total_Population.data|SantaRosa_Florida_UnitedStates.Female_Total_Population.missing|SantaRosa_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|SantaRosa_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28645.0|0|91404.0|0|87945.0|0|39352.0|0
