|dates|St.Clair_Illinois_UnitedStates.BLS_EmployedPopulation.data|St.Clair_Illinois_UnitedStates.BLS_EmployedPopulation.missing|St.Clair_Illinois_UnitedStates.BLS_UnemployedPopulation.data|St.Clair_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|St.Clair_Illinois_UnitedStates.BLS_UnemploymentRate.data|St.Clair_Illinois_UnitedStates.BLS_UnemploymentRate.missing|St.Clair_Illinois_UnitedStates.BLS_LaborForcePopulation.data|St.Clair_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
