|dates|Cheatham_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cheatham_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cheatham_Tennessee_UnitedStates.Male_Total_Population.data|Cheatham_Tennessee_UnitedStates.Male_Total_Population.missing|Cheatham_Tennessee_UnitedStates.Female_Total_Population.data|Cheatham_Tennessee_UnitedStates.Female_Total_Population.missing|Cheatham_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Cheatham_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6053.0|0|20093.0|0|20346.0|0|8958.0|0
