|dates|Yuma_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yuma_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yuma_Colorado_UnitedStates.Male_Total_Population.data|Yuma_Colorado_UnitedStates.Male_Total_Population.missing|Yuma_Colorado_UnitedStates.Female_Total_Population.data|Yuma_Colorado_UnitedStates.Female_Total_Population.missing|Yuma_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Yuma_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1851.0|0|4989.0|0|5031.0|0|2709.0|0
