|dates|Kings_NewYork_UnitedStates.BLS_EmployedPopulation.data|Kings_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Kings_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Kings_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Kings_NewYork_UnitedStates.BLS_UnemploymentRate.data|Kings_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Kings_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Kings_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-02|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-03|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-04|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-05|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-06|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-07|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-08|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-09|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-10|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-11|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-12|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-13|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-14|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-15|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-16|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-17|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-18|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-19|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-20|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-21|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-22|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-23|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-24|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-25|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-26|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-27|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-28|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-29|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-30|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-01-31|1147707.0|0|44955.5|0|3.7693396078102563|0|1192662.5|0
0|2020-02-01|1161719.0|0|44192.0|0|3.6646153820638503|0|1205911.0|0
0|2020-02-02|1161719.0|0|44192.0|0|3.6646153820638503|0|1205911.0|0
0|2020-02-03|1161719.0|0|44192.0|0|3.6646153820638503|0|1205911.0|0
