|dates|Bingham_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bingham_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bingham_Idaho_UnitedStates.Male_Total_Population.data|Bingham_Idaho_UnitedStates.Male_Total_Population.missing|Bingham_Idaho_UnitedStates.Female_Total_Population.data|Bingham_Idaho_UnitedStates.Female_Total_Population.missing|Bingham_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Bingham_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6595.0|0|23036.0|0|23200.0|0|14233.0|0
