|dates|Hopkins_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hopkins_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hopkins_Kentucky_UnitedStates.Male_Total_Population.data|Hopkins_Kentucky_UnitedStates.Male_Total_Population.missing|Hopkins_Kentucky_UnitedStates.Female_Total_Population.data|Hopkins_Kentucky_UnitedStates.Female_Total_Population.missing|Hopkins_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Hopkins_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8314.0|0|21976.0|0|23092.0|0|10188.0|0
