|dates|Glasscock_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Glasscock_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Glasscock_Texas_UnitedStates.Male_Total_Population.data|Glasscock_Texas_UnitedStates.Male_Total_Population.missing|Glasscock_Texas_UnitedStates.Female_Total_Population.data|Glasscock_Texas_UnitedStates.Female_Total_Population.missing|Glasscock_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Glasscock_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-02-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-02-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-03-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-04-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-05-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-06-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-07-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-08-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-09-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-10-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-11-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2020-12-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-11|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-12|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-13|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-14|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-15|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-16|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-17|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-18|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-19|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-20|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-21|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-22|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-23|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-24|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-25|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-26|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-27|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-28|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-29|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-30|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-01-31|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-01|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-02|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-03|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-04|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-05|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-06|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-07|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-08|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-09|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-10|211.0|0|765.0|0|623.0|0|363.0|0
0|2021-02-11|211.0|0|765.0|0|623.0|0|363.0|0
