|dates|KingWilliam_Virginia_UnitedStates.BLS_EmployedPopulation.data|KingWilliam_Virginia_UnitedStates.BLS_EmployedPopulation.missing|KingWilliam_Virginia_UnitedStates.BLS_UnemployedPopulation.data|KingWilliam_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|KingWilliam_Virginia_UnitedStates.BLS_UnemploymentRate.data|KingWilliam_Virginia_UnitedStates.BLS_UnemploymentRate.missing|KingWilliam_Virginia_UnitedStates.BLS_LaborForcePopulation.data|KingWilliam_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-02|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-03|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-04|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-05|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-06|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-07|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-08|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-09|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-10|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-11|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-12|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-13|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-14|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-15|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-16|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-17|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-18|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-19|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-20|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-21|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-22|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-23|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-24|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-25|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-26|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-27|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-28|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-29|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
0|2020-01-30|9080.5|0|265.5|0|2.840787502674941|0|9346.0|0
