|dates|SanJuan_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanJuan_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanJuan_Colorado_UnitedStates.Male_Total_Population.data|SanJuan_Colorado_UnitedStates.Male_Total_Population.missing|SanJuan_Colorado_UnitedStates.Female_Total_Population.data|SanJuan_Colorado_UnitedStates.Female_Total_Population.missing|SanJuan_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|SanJuan_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|178.0|0|427.0|0|335.0|0|96.0|0
