|dates|ElPaso_Texas_UnitedStates.BLS_EmployedPopulation.data|ElPaso_Texas_UnitedStates.BLS_EmployedPopulation.missing|ElPaso_Texas_UnitedStates.BLS_UnemployedPopulation.data|ElPaso_Texas_UnitedStates.BLS_UnemployedPopulation.missing|ElPaso_Texas_UnitedStates.BLS_UnemploymentRate.data|ElPaso_Texas_UnitedStates.BLS_UnemploymentRate.missing|ElPaso_Texas_UnitedStates.BLS_LaborForcePopulation.data|ElPaso_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-02|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-03|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-04|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-05|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-06|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-07|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-08|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-09|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-10|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-11|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-12|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-13|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-14|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-15|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-16|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-17|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-18|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
0|2020-01-19|351674.0|0|14576.0|0|3.9797952218430033|0|366250.0|0
