|dates|Shelby_Ohio_UnitedStates.AveragePrecipitationTotal.data|Shelby_Ohio_UnitedStates.AveragePrecipitationTotal.missing|Shelby_Ohio_UnitedStates.AveragePrecipitation.data|Shelby_Ohio_UnitedStates.AveragePrecipitation.missing|Shelby_Ohio_UnitedStates.AverageWindDirection.data|Shelby_Ohio_UnitedStates.AverageWindDirection.missing|Shelby_Ohio_UnitedStates.AverageWindSpeed.data|Shelby_Ohio_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.007187500000000003|0|307.8125|0|10.59375|0
