|dates|Lawrence_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lawrence_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lawrence_Tennessee_UnitedStates.Male_Total_Population.data|Lawrence_Tennessee_UnitedStates.Male_Total_Population.missing|Lawrence_Tennessee_UnitedStates.Female_Total_Population.data|Lawrence_Tennessee_UnitedStates.Female_Total_Population.missing|Lawrence_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Lawrence_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7794.0|0|21488.0|0|22246.0|0|10932.0|0
