|dates|Pottawatomie_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pottawatomie_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pottawatomie_Oklahoma_UnitedStates.Male_Total_Population.data|Pottawatomie_Oklahoma_UnitedStates.Male_Total_Population.missing|Pottawatomie_Oklahoma_UnitedStates.Female_Total_Population.data|Pottawatomie_Oklahoma_UnitedStates.Female_Total_Population.missing|Pottawatomie_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Pottawatomie_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11854.0|0|34813.0|0|37866.0|0|17176.0|0
