|dates|Clinton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clinton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clinton_Indiana_UnitedStates.Male_Total_Population.data|Clinton_Indiana_UnitedStates.Male_Total_Population.missing|Clinton_Indiana_UnitedStates.Female_Total_Population.data|Clinton_Indiana_UnitedStates.Female_Total_Population.missing|Clinton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Clinton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5379.0|0|16035.0|0|16215.0|0|8454.0|0
