|dates|Clay_Indiana_UnitedStates.AveragePrecipitationTotal.data|Clay_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Clay_Indiana_UnitedStates.AveragePrecipitation.data|Clay_Indiana_UnitedStates.AveragePrecipitation.missing|Clay_Indiana_UnitedStates.AverageWindDirection.data|Clay_Indiana_UnitedStates.AverageWindDirection.missing|Clay_Indiana_UnitedStates.AverageWindSpeed.data|Clay_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|204.16666666666666|0|11.041666666666666|0
0|2020-01-02|0.0|0|0.0023958333333333336|0|173.85416666666666|0|11.375|0
0|2020-01-03|0.003958333333333334|0|0.0045833333333333325|0|209.89583333333334|0|4.770833333333333|0
0|2020-01-04|0.00125|0|0.0|0|298.92361111111114|0|9.458333333333334|0
0|2020-01-05|0.0|0|0.0|0|214.375|0|10.208333333333334|0
0|2020-01-06|0.0|0|0.0|0|127.08333333333333|0|3.5|0
0|2020-01-07|0.0|0|0.0|0|178.33333333333334|0|5.75|0
0|2020-01-08|0.0|0|0.0|0|196.66666666666666|0|7.0|0
0|2020-01-09|0.0|0|0.0043749999999999995|0|171.66666666666666|0|12.729166666666666|0
0|2020-01-10|0.01916666666666667|0|0.06698148148148149|0|175.9074074074074|0|11.464120370370368|0
0|2020-01-11|0.027916666666666663|0|0.037062500000000005|0|277.5763888888889|0|12.278472222222222|0
0|2020-01-12|0.03291666666666667|0|0.0004166666666666667|0|181.25|0|5.479166666666667|0
0|2020-01-13|0.0|0|0.0|0|150.20833333333334|0|5.527777777777779|0
0|2020-01-14|0.0|0|0.0|0|120.31249999999999|0|3.4861111111111107|0
0|2020-01-15|0.0|0|0.0|0|185.4027777777778|0|7.534722222222222|0
0|2020-01-16|0.0|0|0.0|0|305.0694444444444|0|10.805555555555555|0
0|2020-01-17|0.0|0|0.0025|0|110.4861111111111|0|10.833333333333334|0
0|2020-01-18|0.024374999999999997|0|0.044194444444444446|0|229.80555555555557|0|16.055555555555557|0
0|2020-01-19|0.016666666666666666|0|0.0|0|301.38888888888886|0|12.784722222222221|0
0|2020-01-20|0.0|0|0.0|0|251.07638888888889|0|4.8125|0
0|2020-01-21|0.0|0|0.0|0|188.05555555555557|0|3.7916666666666665|0
0|2020-01-22|0.0|0|0.0|0|155.0|0|6.666666666666667|0
0|2020-01-23|0.0|0|0.0018750000000000001|0|137.01388888888889|0|7.854166666666667|0
0|2020-01-24|0.0033333333333333335|0|0.0020833333333333333|0|183.6111111111111|0|6.229166666666667|0
0|2020-01-25|0.0016666666666666668|0|0.0|0|250.38194444444446|0|12.100694444444445|0
0|2020-01-26|0.0|0|0.0|0|214.58333333333334|0|5.791666666666667|0
0|2020-01-27|0.0|0|0.0|0|320.2083333333333|0|6.375|0
0|2020-01-28|0.0|0|0.0|0|243.68055555555554|0|3.4166666666666674|0
0|2020-01-29|0.0|0|0.0|0|47.5625|0|4.245833333333334|0
0|2020-01-30|0.0|0|0.0|0|54.02777777777778|0|1.847222222222222|0
0|2020-01-31|0.0|0|0.0003125|0|52.986111111111114|0|1.7569444444444446|0
0|2020-02-01|0.0004166666666666667|0|0.0|0|182.8472222222222|0|7.104166666666667|0
0|2020-02-02|0.0|0|0.0|0|202.08333333333334|0|10.166666666666666|0
0|2020-02-03|0.0|0|0.0|0|164.16666666666666|0|9.666666666666666|0
0|2020-02-04|0.0|0|0.006979166666666666|0|133.29861111111111|0|11.645833333333334|0
0|2020-02-05|0.009583333333333334|0|0.007937500000000002|0|64.25|0|12.74513888888889|0
0|2020-02-06|0.007916666666666667|0|0.0|0|265.13690476190476|0|8.80813492063492|0
0|2020-02-07|0.0|0|0.0|0|282.2916666666667|0|7.618055555555556|0
0|2020-02-08|0.00020833333333333335|0|0.0003333333333333333|0|226.2638888888889|0|7.152777777777779|0
0|2020-02-09|0.0|0|0.03105555555555556|0|127.47222222222221|0|7.7749999999999995|0
0|2020-02-10|0.05125|0|0.0076388888888888895|0|220.3125|0|7.284722222222222|0
0|2020-02-11|0.0|0|0.0|0|257.5|0|5.395833333333333|0
0|2020-02-12|0.0|0|0.010902777777777777|0|91.59722222222223|0|5.083333333333333|0
0|2020-02-13|0.01375|0|0.0016666666666666668|0|288.4375|0|10.972222222222221|0
0|2020-02-14|0.0|0|0.0|0|160.625|0|4.729166666666667|0
0|2020-02-15|0.0|0|0.0|0|183.33333333333334|0|10.958333333333334|0
0|2020-02-16|0.0|0|0.0|0|135.0|0|3.2916666666666665|0
0|2020-02-17|0.0|0|0.006041666666666665|0|108.19444444444446|0|5.7881944444444455|0
0|2020-02-18|0.0025|0|0.0005208333333333333|0|309.8611111111111|0|10.270833333333334|0
0|2020-02-19|0.0|0|0.0|0|149.16666666666666|0|5.541666666666667|0
0|2020-02-20|0.0|0|0.0|0|153.33333333333334|0|9.958333333333334|0
0|2020-02-21|0.0|0|0.0|0|154.58333333333334|0|4.5|0
0|2020-02-22|0.0|0|0.0|0|198.33333333333334|0|9.25|0
0|2020-02-23|0.0|0|0.0|0|195.41666666666666|0|8.791666666666666|0
0|2020-02-24|0.0010416666666666667|0|0.01404166666666667|0|127.7638888888889|0|8.188888888888888|0
0|2020-02-25|0.0077083333333333335|0|0.008055555555555557|0|91.75694444444446|0|9.247222222222222|0
0|2020-02-26|0.008333333333333333|0|0.0008333333333333334|0|246.07341269841274|0|12.003373015873017|0
0|2020-02-27|0.0004166666666666667|0|0.0|0|274.7916666666667|0|11.5|0
0|2020-02-28|0.0|0|0.0004166666666666667|0|299.8333333333333|0|8.119444444444445|0
0|2020-02-29|0.0004166666666666667|0|0.0|0|227.91666666666666|0|5.833333333333333|0
0|2020-03-01|0.0|0|0.0004166666666666667|0|173.75|0|12.625|0
0|2020-03-02|0.013333333333333334|0|0.015055555555555553|0|187.72916666666666|0|7.471527777777777|0
0|2020-03-03|0.012083333333333333|0|0.004275793650793651|0|254.86111111111111|0|9.839781746031745|0
0|2020-03-04|0.0|0|0.0|0|210.0|0|8.041666666666666|0
0|2020-03-05|0.0|0|0.0|0|169.16666666666666|0|8.875|0
