|dates|Greenup_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greenup_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greenup_Kentucky_UnitedStates.Male_Total_Population.data|Greenup_Kentucky_UnitedStates.Male_Total_Population.missing|Greenup_Kentucky_UnitedStates.Female_Total_Population.data|Greenup_Kentucky_UnitedStates.Female_Total_Population.missing|Greenup_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Greenup_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7388.0|0|17148.0|0|18120.0|0|7535.0|0
