|dates|Dickey_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Dickey_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Dickey_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Dickey_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Dickey_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Dickey_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Dickey_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Dickey_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|2257.0|0|61.0|0|2.6315789473684212|0|2318.0|0
