|dates|RedRiver_Texas_UnitedStates.BLS_EmployedPopulation.data|RedRiver_Texas_UnitedStates.BLS_EmployedPopulation.missing|RedRiver_Texas_UnitedStates.BLS_UnemployedPopulation.data|RedRiver_Texas_UnitedStates.BLS_UnemployedPopulation.missing|RedRiver_Texas_UnitedStates.BLS_UnemploymentRate.data|RedRiver_Texas_UnitedStates.BLS_UnemploymentRate.missing|RedRiver_Texas_UnitedStates.BLS_LaborForcePopulation.data|RedRiver_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-02|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-03|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-04|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-05|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-06|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-07|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-08|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-09|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-10|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-11|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-12|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-13|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-14|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-15|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-16|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-17|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-18|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-19|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-20|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-21|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-22|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-23|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-24|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-25|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-26|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-27|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-28|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-29|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-30|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-01-31|4892.0|0|250.5|0|4.871171609139523|0|5142.5|0
0|2020-02-01|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-02|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-03|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-04|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-05|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-06|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-07|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-08|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-09|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-10|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-11|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-12|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-13|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-14|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-15|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-16|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-17|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-18|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-19|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-20|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-21|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-22|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-23|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-24|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-25|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-26|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-27|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-28|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-02-29|4910.0|0|239.0|0|4.641677995727326|0|5149.0|0
0|2020-03-01|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-02|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-03|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-04|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-05|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-06|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-07|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-08|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-09|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-10|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-11|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-12|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-13|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-14|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-15|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-16|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-17|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-18|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-19|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-20|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-21|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-22|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-23|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-24|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-25|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-26|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
0|2020-03-27|4789.0|0|318.0|0|6.226747601331506|0|5107.0|0
