|dates|Washington_Louisiana_UnitedStates.BLS_EmployedPopulation.data|Washington_Louisiana_UnitedStates.BLS_EmployedPopulation.missing|Washington_Louisiana_UnitedStates.BLS_UnemployedPopulation.data|Washington_Louisiana_UnitedStates.BLS_UnemployedPopulation.missing|Washington_Louisiana_UnitedStates.BLS_UnemploymentRate.data|Washington_Louisiana_UnitedStates.BLS_UnemploymentRate.missing|Washington_Louisiana_UnitedStates.BLS_LaborForcePopulation.data|Washington_Louisiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-02|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-03|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-04|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-05|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-06|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-07|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-08|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-09|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-10|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-11|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-12|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-13|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-14|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-15|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-16|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-17|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-18|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-19|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-20|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-21|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-22|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-23|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-24|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-25|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-26|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-27|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-28|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-29|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-30|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-01-31|15815.5|0|1075.5|0|6.367296193239003|0|16891.0|0
0|2020-02-01|15980.0|0|836.0|0|4.971455756422455|0|16816.0|0
0|2020-02-02|15980.0|0|836.0|0|4.971455756422455|0|16816.0|0
0|2020-02-03|15980.0|0|836.0|0|4.971455756422455|0|16816.0|0
0|2020-02-04|15980.0|0|836.0|0|4.971455756422455|0|16816.0|0
0|2020-02-05|15980.0|0|836.0|0|4.971455756422455|0|16816.0|0
0|2020-02-06|15980.0|0|836.0|0|4.971455756422455|0|16816.0|0
