|dates|Petroleum_Montana_UnitedStates.BLS_EmployedPopulation.data|Petroleum_Montana_UnitedStates.BLS_EmployedPopulation.missing|Petroleum_Montana_UnitedStates.BLS_UnemployedPopulation.data|Petroleum_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Petroleum_Montana_UnitedStates.BLS_UnemploymentRate.data|Petroleum_Montana_UnitedStates.BLS_UnemploymentRate.missing|Petroleum_Montana_UnitedStates.BLS_LaborForcePopulation.data|Petroleum_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-02|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-03|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-04|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-05|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-06|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-07|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-08|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-09|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-10|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-11|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-12|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-13|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-14|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-15|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-16|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-17|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-18|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-19|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-20|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-21|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-22|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-23|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-24|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-25|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-26|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-27|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-28|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-29|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-30|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-01-31|258.0|0|10.5|0|3.910614525139665|0|268.5|0
0|2020-02-01|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-02|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-03|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-04|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-05|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-06|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-07|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-08|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-09|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-10|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-11|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-12|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-13|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-14|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-15|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-16|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-17|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-18|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-19|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-20|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-21|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-22|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-23|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-24|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-25|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-26|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-27|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-28|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-02-29|265.5|0|14.0|0|5.008944543828265|0|279.5|0
0|2020-03-01|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-02|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-03|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-04|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-05|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-06|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-07|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-08|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-09|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-10|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-11|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-12|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-13|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-14|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-15|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-16|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-17|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-18|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-19|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-20|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
0|2020-03-21|265.5|0|11.5|0|4.1516245487364625|0|277.0|0
