|dates|Potter_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Potter_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Potter_SouthDakota_UnitedStates.Male_Total_Population.data|Potter_SouthDakota_UnitedStates.Male_Total_Population.missing|Potter_SouthDakota_UnitedStates.Female_Total_Population.data|Potter_SouthDakota_UnitedStates.Female_Total_Population.missing|Potter_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Potter_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|638.0|0|1094.0|0|1113.0|0|479.0|0
