|dates|NewCastle_Delaware_UnitedStates.BLS_EmployedPopulation.data|NewCastle_Delaware_UnitedStates.BLS_EmployedPopulation.missing|NewCastle_Delaware_UnitedStates.BLS_UnemployedPopulation.data|NewCastle_Delaware_UnitedStates.BLS_UnemployedPopulation.missing|NewCastle_Delaware_UnitedStates.BLS_UnemploymentRate.data|NewCastle_Delaware_UnitedStates.BLS_UnemploymentRate.missing|NewCastle_Delaware_UnitedStates.BLS_LaborForcePopulation.data|NewCastle_Delaware_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-02|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-03|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-04|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-05|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-06|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-07|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-08|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-09|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-10|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-11|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-12|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-13|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-14|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-15|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-16|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-17|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-18|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-19|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-20|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-21|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-22|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-23|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-24|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-25|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-26|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-27|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-28|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-29|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-30|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-01-31|289694.5|0|12545.5|0|4.150840391741662|0|302240.0|0
0|2020-02-01|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-02|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-03|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-04|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-05|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-06|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-07|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-08|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-09|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-10|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-11|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-12|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-13|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
0|2020-02-14|293373.0|0|12090.0|0|3.95792616454366|0|305463.0|0
