|dates|Borden_Texas_UnitedStates.JHU_ConfirmedCases.data|Borden_Texas_UnitedStates.JHU_ConfirmedCases.missing|Borden_Texas_UnitedStates.NYT_ConfirmedCases.data|Borden_Texas_UnitedStates.NYT_ConfirmedCases.missing|Borden_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Borden_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Borden_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Borden_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|33.0|0|0.0|100|2.0|0|0.0|100
