|dates|Toole_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Toole_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Toole_Montana_UnitedStates.Male_Total_Population.data|Toole_Montana_UnitedStates.Male_Total_Population.missing|Toole_Montana_UnitedStates.Female_Total_Population.data|Toole_Montana_UnitedStates.Female_Total_Population.missing|Toole_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Toole_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|896.0|0|2711.0|0|2142.0|0|1000.0|0
