|dates|Lake_Colorado_UnitedStates.BLS_EmployedPopulation.data|Lake_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Lake_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Lake_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Lake_Colorado_UnitedStates.BLS_UnemploymentRate.data|Lake_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Lake_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Lake_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-02|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-03|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-04|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-05|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-06|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-07|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-08|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-09|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-10|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-11|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-12|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-13|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-14|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-15|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-16|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-17|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-18|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-19|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-20|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-21|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-22|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-23|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-24|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-25|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-26|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-27|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-28|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-29|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-30|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-01-31|5212.0|0|107.0|0|2.0116563263771385|0|5319.0|0
0|2020-02-01|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-02|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-03|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-04|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-05|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-06|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-07|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-08|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-09|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-10|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-11|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-12|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-13|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-14|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-15|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-16|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-17|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-18|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-19|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-20|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-21|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-22|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-23|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-24|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-25|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-26|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-27|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-28|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-02-29|5208.5|0|108.0|0|2.031411642998213|0|5316.5|0
0|2020-03-01|4893.0|0|179.5|0|3.538689009364219|0|5072.5|0
0|2020-03-02|4893.0|0|179.5|0|3.538689009364219|0|5072.5|0
0|2020-03-03|4893.0|0|179.5|0|3.538689009364219|0|5072.5|0
0|2020-03-04|4893.0|0|179.5|0|3.538689009364219|0|5072.5|0
0|2020-03-05|4893.0|0|179.5|0|3.538689009364219|0|5072.5|0
0|2020-03-06|4893.0|0|179.5|0|3.538689009364219|0|5072.5|0
0|2020-03-07|4893.0|0|179.5|0|3.538689009364219|0|5072.5|0
0|2020-03-08|4893.0|0|179.5|0|3.538689009364219|0|5072.5|0
0|2020-03-09|4893.0|0|179.5|0|3.538689009364219|0|5072.5|0
