|dates|Marshall_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_SouthDakota_UnitedStates.Male_Total_Population.data|Marshall_SouthDakota_UnitedStates.Male_Total_Population.missing|Marshall_SouthDakota_UnitedStates.Female_Total_Population.data|Marshall_SouthDakota_UnitedStates.Female_Total_Population.missing|Marshall_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1033.0|0|2750.0|0|2362.0|0|1191.0|0
