|dates|Lake_Colorado_UnitedStates.JHU_ConfirmedCases.data|Lake_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Lake_Colorado_UnitedStates.NYT_ConfirmedCases.data|Lake_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Lake_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|916.0|0|0.0|100|1.0|0|0.0|100
