|dates|Ward_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ward_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ward_NorthDakota_UnitedStates.Male_Total_Population.data|Ward_NorthDakota_UnitedStates.Male_Total_Population.missing|Ward_NorthDakota_UnitedStates.Female_Total_Population.data|Ward_NorthDakota_UnitedStates.Female_Total_Population.missing|Ward_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Ward_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8640.0|0|35487.0|0|32257.0|0|15964.0|0
