|dates|Dorchester_Maryland_UnitedStates.BLS_EmployedPopulation.data|Dorchester_Maryland_UnitedStates.BLS_EmployedPopulation.missing|Dorchester_Maryland_UnitedStates.BLS_UnemployedPopulation.data|Dorchester_Maryland_UnitedStates.BLS_UnemployedPopulation.missing|Dorchester_Maryland_UnitedStates.BLS_UnemploymentRate.data|Dorchester_Maryland_UnitedStates.BLS_UnemploymentRate.missing|Dorchester_Maryland_UnitedStates.BLS_LaborForcePopulation.data|Dorchester_Maryland_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-02|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-03|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-04|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-05|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-06|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-07|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-08|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-09|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-10|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-11|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-12|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-13|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-14|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-15|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-16|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-17|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-18|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-19|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
0|2020-01-20|15368.0|0|794.5|0|4.91569992266048|0|16162.5|0
