|dates|Moore_Texas_UnitedStates.BLS_EmployedPopulation.data|Moore_Texas_UnitedStates.BLS_EmployedPopulation.missing|Moore_Texas_UnitedStates.BLS_UnemployedPopulation.data|Moore_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Moore_Texas_UnitedStates.BLS_UnemploymentRate.data|Moore_Texas_UnitedStates.BLS_UnemploymentRate.missing|Moore_Texas_UnitedStates.BLS_LaborForcePopulation.data|Moore_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-02|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-03|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-04|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-05|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-06|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-07|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-08|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-09|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-10|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-11|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-12|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-13|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-14|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-15|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-16|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-17|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-18|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-19|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-20|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-21|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-22|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-23|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-24|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-25|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-26|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-27|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-28|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-29|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-30|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-01-31|10467.0|0|266.5|0|2.482880700610239|0|10733.5|0
0|2020-02-01|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-02|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-03|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-04|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-05|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-06|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-07|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-08|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-09|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-10|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-11|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-12|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-13|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-14|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-15|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-16|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-17|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-18|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-19|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-20|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-21|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-22|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-23|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-24|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-25|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
0|2020-02-26|10522.0|0|262.0|0|2.429525222551929|0|10784.0|0
