|dates|Wheatland_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wheatland_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wheatland_Montana_UnitedStates.Male_Total_Population.data|Wheatland_Montana_UnitedStates.Male_Total_Population.missing|Wheatland_Montana_UnitedStates.Female_Total_Population.data|Wheatland_Montana_UnitedStates.Female_Total_Population.missing|Wheatland_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Wheatland_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|534.0|0|1151.0|0|1085.0|0|554.0|0
