|dates|Mason_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mason_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mason_Washington_UnitedStates.Male_Total_Population.data|Mason_Washington_UnitedStates.Male_Total_Population.missing|Mason_Washington_UnitedStates.Female_Total_Population.data|Mason_Washington_UnitedStates.Female_Total_Population.missing|Mason_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Mason_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14936.0|0|34046.0|0|31461.0|0|12729.0|0
