|dates|Madera_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madera_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madera_California_UnitedStates.Male_Total_Population.data|Madera_California_UnitedStates.Male_Total_Population.missing|Madera_California_UnitedStates.Female_Total_Population.data|Madera_California_UnitedStates.Female_Total_Population.missing|Madera_California_UnitedStates.MaleAndFemale_Under18_Population.data|Madera_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22051.0|0|76008.0|0|81664.0|0|43339.0|0
