|dates|Ripley_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ripley_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ripley_Indiana_UnitedStates.Male_Total_Population.data|Ripley_Indiana_UnitedStates.Male_Total_Population.missing|Ripley_Indiana_UnitedStates.Female_Total_Population.data|Ripley_Indiana_UnitedStates.Female_Total_Population.missing|Ripley_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Ripley_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5085.0|0|14128.0|0|14395.0|0|6755.0|0
