|dates|Bristol_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bristol_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bristol_RhodeIsland_UnitedStates.Male_Total_Population.data|Bristol_RhodeIsland_UnitedStates.Male_Total_Population.missing|Bristol_RhodeIsland_UnitedStates.Female_Total_Population.data|Bristol_RhodeIsland_UnitedStates.Female_Total_Population.missing|Bristol_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.data|Bristol_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9596.0|0|23502.0|0|25147.0|0|9118.0|0
