|dates|Boone_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Boone_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Boone_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Boone_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Boone_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|5615.0|0|0.0|100|99.0|0|0.0|100
