|dates|Spotsylvania_Virginia_UnitedStates.BLS_EmployedPopulation.data|Spotsylvania_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Spotsylvania_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Spotsylvania_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Spotsylvania_Virginia_UnitedStates.BLS_UnemploymentRate.data|Spotsylvania_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Spotsylvania_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Spotsylvania_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-02|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-03|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-04|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-05|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-06|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-07|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-08|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-09|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-10|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-11|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-12|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-13|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-14|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-15|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-16|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-17|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-18|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-19|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-20|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-21|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-22|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-23|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-24|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-25|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-26|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-27|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-28|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-29|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-30|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-01-31|66700.5|0|2013.5|0|2.9302616642896644|0|68714.0|0
0|2020-02-01|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-02|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-03|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-04|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-05|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-06|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-07|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-08|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-09|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-10|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-11|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-12|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-13|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-14|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-15|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-16|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-17|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-18|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-19|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
0|2020-02-20|67261.0|0|1817.5|0|2.6310646583235013|0|69078.5|0
