|dates|Stone_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stone_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stone_Missouri_UnitedStates.Male_Total_Population.data|Stone_Missouri_UnitedStates.Male_Total_Population.missing|Stone_Missouri_UnitedStates.Female_Total_Population.data|Stone_Missouri_UnitedStates.Female_Total_Population.missing|Stone_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Stone_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9837.0|0|15553.0|0|16196.0|0|5207.0|0
