|dates|Duchesne_Utah_UnitedStates.BLS_EmployedPopulation.data|Duchesne_Utah_UnitedStates.BLS_EmployedPopulation.missing|Duchesne_Utah_UnitedStates.BLS_UnemployedPopulation.data|Duchesne_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Duchesne_Utah_UnitedStates.BLS_UnemploymentRate.data|Duchesne_Utah_UnitedStates.BLS_UnemploymentRate.missing|Duchesne_Utah_UnitedStates.BLS_LaborForcePopulation.data|Duchesne_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-02|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-03|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-04|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-05|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-06|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-07|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-08|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-09|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-10|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-11|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-12|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-13|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-14|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-15|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-16|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-17|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-18|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-19|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-20|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-21|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-22|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-23|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-24|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-25|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-26|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-27|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-28|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-29|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-30|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-01-31|7445.5|0|367.0|0|4.6976|0|7812.5|0
0|2020-02-01|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-02|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-03|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-04|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-05|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-06|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-07|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-08|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-09|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-10|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-11|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-12|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-13|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-14|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-15|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-16|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-17|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-18|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-19|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-20|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-21|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-22|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-23|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-24|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-25|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-26|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-27|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-28|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-02-29|7434.0|0|363.5|0|4.661750561077269|0|7797.5|0
0|2020-03-01|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-02|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-03|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-04|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-05|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-06|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-07|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-08|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-09|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-10|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-11|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-12|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-13|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-14|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-15|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-16|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-17|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-18|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-19|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-20|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-21|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-22|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-23|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-24|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-25|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-26|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-27|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-28|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-29|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-30|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-03-31|7334.5|0|473.0|0|6.058277297470381|0|7807.5|0
0|2020-04-01|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-02|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-03|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-04|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-05|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-06|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-07|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-08|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-09|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-10|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-11|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-12|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-13|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-14|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-15|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-16|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-17|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-18|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-19|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-20|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-21|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-22|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-23|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-24|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-25|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-26|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-27|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-28|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-29|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-04-30|6959.5|0|990.5|0|12.459119496855346|0|7950.0|0
0|2020-05-01|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-02|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-03|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-04|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-05|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-06|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-07|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-08|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-09|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-10|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-11|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-12|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-13|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-14|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-15|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-16|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-17|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-18|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-19|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-20|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-21|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-22|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-23|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-24|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-25|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-26|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-27|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-28|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-29|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-30|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-05-31|6890.0|0|834.0|0|10.797514241325738|0|7724.0|0
0|2020-06-01|7309.0|0|795.0|0|9.809970384995065|0|8104.0|0
0|2020-06-02|7309.0|0|795.0|0|9.809970384995065|0|8104.0|0
