|dates|Spalding_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Spalding_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Spalding_Georgia_UnitedStates.Male_Total_Population.data|Spalding_Georgia_UnitedStates.Male_Total_Population.missing|Spalding_Georgia_UnitedStates.Female_Total_Population.data|Spalding_Georgia_UnitedStates.Female_Total_Population.missing|Spalding_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Spalding_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11803.0|0|31749.0|0|34351.0|0|15558.0|0
