|dates|Andrews_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Andrews_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Andrews_Texas_UnitedStates.Male_Total_Population.data|Andrews_Texas_UnitedStates.Male_Total_Population.missing|Andrews_Texas_UnitedStates.Female_Total_Population.data|Andrews_Texas_UnitedStates.Female_Total_Population.missing|Andrews_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Andrews_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1878.0|0|9274.0|0|8854.0|0|5569.0|0
