|dates|Augusta_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Augusta_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Augusta_Virginia_UnitedStates.Male_Total_Population.data|Augusta_Virginia_UnitedStates.Male_Total_Population.missing|Augusta_Virginia_UnitedStates.Female_Total_Population.data|Augusta_Virginia_UnitedStates.Female_Total_Population.missing|Augusta_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Augusta_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15877.0|0|38274.0|0|37183.0|0|14362.0|0
