|dates|Terrebonne_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Terrebonne_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Terrebonne_Louisiana_UnitedStates.Male_Total_Population.data|Terrebonne_Louisiana_UnitedStates.Male_Total_Population.missing|Terrebonne_Louisiana_UnitedStates.Female_Total_Population.data|Terrebonne_Louisiana_UnitedStates.Female_Total_Population.missing|Terrebonne_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Terrebonne_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15984.0|0|54649.0|0|56372.0|0|28090.0|0
