|dates|Lake_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Oregon_UnitedStates.Male_Total_Population.data|Lake_Oregon_UnitedStates.Male_Total_Population.missing|Lake_Oregon_UnitedStates.Female_Total_Population.data|Lake_Oregon_UnitedStates.Female_Total_Population.missing|Lake_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1987.0|0|4201.0|0|3678.0|0|1513.0|0
