|dates|McDonough_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McDonough_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McDonough_Illinois_UnitedStates.Male_Total_Population.data|McDonough_Illinois_UnitedStates.Male_Total_Population.missing|McDonough_Illinois_UnitedStates.Female_Total_Population.data|McDonough_Illinois_UnitedStates.Female_Total_Population.missing|McDonough_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|McDonough_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5284.0|0|14674.0|0|15281.0|0|5116.0|0
