|dates|Hamilton_Iowa_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Iowa_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1989.0|0|0.0|100|52.0|0|0.0|100
