|dates|Yell_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yell_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yell_Arkansas_UnitedStates.Male_Total_Population.data|Yell_Arkansas_UnitedStates.Male_Total_Population.missing|Yell_Arkansas_UnitedStates.Female_Total_Population.data|Yell_Arkansas_UnitedStates.Female_Total_Population.missing|Yell_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Yell_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3829.0|0|10811.0|0|10724.0|0|5335.0|0
