|dates|Morgan_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Morgan_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Morgan_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Morgan_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Morgan_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Morgan_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Morgan_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Morgan_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-02|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-03|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-04|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-05|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-06|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-07|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-08|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-09|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-10|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-11|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-12|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-13|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-14|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-15|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-16|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-17|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-18|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-19|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-20|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-21|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-22|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-23|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-24|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-25|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-26|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-27|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-28|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-29|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-30|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-01-31|7518.0|0|390.0|0|4.931714719271624|0|7908.0|0
0|2020-02-01|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-02|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-03|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-04|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-05|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-06|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-07|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-08|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-09|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-10|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-11|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-12|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-13|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-14|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-15|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-16|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-17|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-18|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-19|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-20|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-21|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-22|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-23|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-24|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-25|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-26|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-27|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-28|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-02-29|7579.0|0|391.5|0|4.911862492942726|0|7970.5|0
0|2020-03-01|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-02|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-03|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-04|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-05|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-06|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-07|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-08|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-09|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-10|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-11|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-12|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-13|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-14|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-15|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-16|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-17|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-18|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-19|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-20|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-21|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-22|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-23|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-24|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-25|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-26|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-27|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-28|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-29|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-30|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-03-31|7536.5|0|376.5|0|4.75799317578668|0|7913.0|0
0|2020-04-01|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-02|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-03|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-04|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-05|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-06|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-07|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-08|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-09|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-10|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-11|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-12|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-13|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-14|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-15|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-16|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-17|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-18|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-19|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-20|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-21|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-22|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-23|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-24|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-25|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-26|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
0|2020-04-27|6430.5|0|781.0|0|10.829924426263606|0|7211.5|0
