|dates|Lampasas_Texas_UnitedStates.BLS_EmployedPopulation.data|Lampasas_Texas_UnitedStates.BLS_EmployedPopulation.missing|Lampasas_Texas_UnitedStates.BLS_UnemployedPopulation.data|Lampasas_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Lampasas_Texas_UnitedStates.BLS_UnemploymentRate.data|Lampasas_Texas_UnitedStates.BLS_UnemploymentRate.missing|Lampasas_Texas_UnitedStates.BLS_LaborForcePopulation.data|Lampasas_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|8773.0|0|464.0|0|5.023275955396774|0|9237.0|0
