|dates|Siskiyou_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Siskiyou_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Siskiyou_California_UnitedStates.Male_Total_Population.data|Siskiyou_California_UnitedStates.Male_Total_Population.missing|Siskiyou_California_UnitedStates.Female_Total_Population.data|Siskiyou_California_UnitedStates.Female_Total_Population.missing|Siskiyou_California_UnitedStates.MaleAndFemale_Under18_Population.data|Siskiyou_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11160.0|0|21731.0|0|21993.0|0|8802.0|0
