|dates|Hamilton_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Kansas_UnitedStates.Male_Total_Population.data|Hamilton_Kansas_UnitedStates.Male_Total_Population.missing|Hamilton_Kansas_UnitedStates.Female_Total_Population.data|Hamilton_Kansas_UnitedStates.Female_Total_Population.missing|Hamilton_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|365.0|0|1351.0|0|1256.0|0|749.0|0
