|dates|Fulton_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Fulton_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Fulton_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Fulton_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Fulton_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Fulton_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Fulton_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Fulton_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-02|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-03|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-04|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-05|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-06|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-07|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-08|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-09|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-10|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-11|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-12|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-13|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-14|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-15|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-16|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-17|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-18|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-19|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-20|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-21|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-22|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-23|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-24|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-25|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-26|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-27|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-28|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-29|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-30|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-01-31|1912.0|0|106.0|0|5.2527254707631315|0|2018.0|0
0|2020-02-01|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-02|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-03|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-04|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-05|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-06|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-07|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-08|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-09|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-10|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-11|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-12|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-13|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-14|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-15|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-16|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-17|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-18|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-19|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-20|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-21|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-22|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-23|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-24|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-25|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-26|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-27|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-28|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-02-29|1901.5|0|94.5|0|4.734468937875752|0|1996.0|0
0|2020-03-01|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
0|2020-03-02|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
0|2020-03-03|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
0|2020-03-04|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
0|2020-03-05|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
0|2020-03-06|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
0|2020-03-07|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
0|2020-03-08|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
0|2020-03-09|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
0|2020-03-10|1904.5|0|118.5|0|5.857637172516065|0|2023.0|0
