|dates|Skamania_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Skamania_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Skamania_Washington_UnitedStates.Male_Total_Population.data|Skamania_Washington_UnitedStates.Male_Total_Population.missing|Skamania_Washington_UnitedStates.Female_Total_Population.data|Skamania_Washington_UnitedStates.Female_Total_Population.missing|Skamania_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Skamania_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2507.0|0|6061.0|0|5863.0|0|2209.0|0
