|dates|Stevens_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Stevens_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Stevens_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Stevens_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Stevens_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Stevens_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Stevens_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Stevens_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-02|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-03|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-04|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-05|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-06|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-07|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-08|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-09|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-10|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-11|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-12|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-13|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-14|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-15|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-16|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-17|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-18|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-19|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-20|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-21|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-22|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-23|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-24|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-25|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-26|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-27|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-28|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-29|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-30|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-01-31|4961.0|0|182.5|0|3.5481675901623406|0|5143.5|0
0|2020-02-01|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-02|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-03|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-04|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-05|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-06|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-07|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-08|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-09|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-10|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-11|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-12|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-13|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-14|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-15|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-16|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-17|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-18|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-19|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-20|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-21|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-22|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-23|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-24|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-25|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-26|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-27|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-28|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-02-29|5052.5|0|169.0|0|3.236617830125443|0|5221.5|0
0|2020-03-01|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-02|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-03|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-04|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-05|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-06|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-07|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-08|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-09|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-10|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-11|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-12|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-13|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-14|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-15|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
0|2020-03-16|5033.5|0|193.5|0|3.701932274727377|0|5227.0|0
