|dates|Lincoln_Montana_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Montana_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Montana_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Montana_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2014.0|0|0.0|100|32.0|0|0.0|100
