|dates|Reynolds_Missouri_UnitedStates.JHU_ConfirmedCases.data|Reynolds_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Reynolds_Missouri_UnitedStates.NYT_ConfirmedCases.data|Reynolds_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Reynolds_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Reynolds_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Reynolds_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Reynolds_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|490.0|0|0.0|100|3.0|0|0.0|100
