|dates|Henry_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Kentucky_UnitedStates.Male_Total_Population.data|Henry_Kentucky_UnitedStates.Male_Total_Population.missing|Henry_Kentucky_UnitedStates.Female_Total_Population.data|Henry_Kentucky_UnitedStates.Female_Total_Population.missing|Henry_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2830.0|0|7969.0|0|8137.0|0|3804.0|0
