|dates|FallsChurch_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|FallsChurch_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|FallsChurch_Virginia_UnitedStates.Male_Total_Population.data|FallsChurch_Virginia_UnitedStates.Male_Total_Population.missing|FallsChurch_Virginia_UnitedStates.Female_Total_Population.data|FallsChurch_Virginia_UnitedStates.Female_Total_Population.missing|FallsChurch_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|FallsChurch_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1954.0|0|7251.0|0|7521.0|0|3909.0|0
