|dates|Treasure_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Treasure_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Treasure_Montana_UnitedStates.Male_Total_Population.data|Treasure_Montana_UnitedStates.Male_Total_Population.missing|Treasure_Montana_UnitedStates.Female_Total_Population.data|Treasure_Montana_UnitedStates.Female_Total_Population.missing|Treasure_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Treasure_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|194.0|0|340.0|0|339.0|0|142.0|0
