|dates|Sullivan_Indiana_UnitedStates.AveragePrecipitationTotal.data|Sullivan_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Sullivan_Indiana_UnitedStates.AveragePrecipitation.data|Sullivan_Indiana_UnitedStates.AveragePrecipitation.missing|Sullivan_Indiana_UnitedStates.AverageWindDirection.data|Sullivan_Indiana_UnitedStates.AverageWindDirection.missing|Sullivan_Indiana_UnitedStates.AverageWindSpeed.data|Sullivan_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.006818181818181818|8|0.0003409090909090909|8|279.6458333333333|0|9.072916666666666|0
