|dates|Breckinridge_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Breckinridge_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Breckinridge_Kentucky_UnitedStates.Male_Total_Population.data|Breckinridge_Kentucky_UnitedStates.Male_Total_Population.missing|Breckinridge_Kentucky_UnitedStates.Female_Total_Population.data|Breckinridge_Kentucky_UnitedStates.Female_Total_Population.missing|Breckinridge_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Breckinridge_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3941.0|0|10249.0|0|10139.0|0|4654.0|0
