|dates|Sutton_Texas_UnitedStates.AveragePrecipitationTotal.data|Sutton_Texas_UnitedStates.AveragePrecipitationTotal.missing|Sutton_Texas_UnitedStates.AveragePrecipitation.data|Sutton_Texas_UnitedStates.AveragePrecipitation.missing|Sutton_Texas_UnitedStates.AverageWindDirection.data|Sutton_Texas_UnitedStates.AverageWindDirection.missing|Sutton_Texas_UnitedStates.AverageWindSpeed.data|Sutton_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|12.083333333333334|0|2.7708333333333335|0
