|dates|Houston_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Houston_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Houston_Georgia_UnitedStates.Male_Total_Population.data|Houston_Georgia_UnitedStates.Male_Total_Population.missing|Houston_Georgia_UnitedStates.Female_Total_Population.data|Houston_Georgia_UnitedStates.Female_Total_Population.missing|Houston_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Houston_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19762.0|0|75339.0|0|80130.0|0|39714.0|0
